ID,Household income,Household size,Rainfall,Ave temp wet,LST wet,Travel time,Shortest distance,Height diff,Volume per day wet,Amount spent,Willingness to pay
803,75000,7,306.69,28.4,38.58,30,325.53,7,180,285,330
804,45000,6,306.69,28.4,38.25,40,310.64,6,140,285,330
805,75000,7,306.69,28.4,38.08,30,254.26,5,180,285,330
806,85000,6,306.69,28.4,37.87,40,255.38,8,140,285,330
807,65000,8,306.69,28.4,38.36,20,262.15,7,160,405,450
808,65000,8,306.69,28.4,38.67,40,171.29,3,160,165,210
809,65000,7,306.69,28.4,37.6,30,200.86,6,180,285,330
810,65000,7,306.69,28.4,37.37,30,104.24,4,180,285,330
811,65000,6,306.69,28.4,37.37,40,170.66,4,140,285,330
812,75000,7,306.69,28.4,37.6,30,45.49,1,180,285,330
813,105000,8,306.69,28.4,37.63,20,112.22,1,160,450,500
814,70000,8,306.69,28.4,37.55,40,104.62,2,160,165,210
815,95000,9,306.69,28.4,37.45,20,164.08,2,200,330,380
816,65000,8,306.69,28.4,37.77,40,176.85,7,160,165,210
817,55000,6,306.69,28.4,37.49,40,99.46,5,140,285,330
818,65000,8,306.69,28.4,37.95,40,223.52,7,160,165,210
819,85000,9,306.69,28.4,38.09,20,260.76,5,200,330,380
820,50000,7,306.69,28.4,38.45,50,277.42,4,120,165,210
821,105000,8,306.69,28.4,38.23,40,202.94,4,160,165,210
822,95000,9,306.69,28.4,37.96,20,126.62,4,200,360,410
823,80000,7,306.69,28.4,37.84,30,60.96,0,180,285,330
824,80000,7,306.69,28.4,37.96,30,89.68,5,180,285,330
825,95000,9,306.69,28.4,38.01,20,151.43,4,200,360,410
826,70000,8,306.69,28.4,37.8,40,100.09,0,160,165,210
827,50000,7,306.69,28.4,37.87,50,43.17,1,120,165,210
828,80000,9,306.69,28.4,37.94,20,131.14,0,220,330,380
829,105000,7,306.69,28.4,38.17,20,180.94,4,200,570,280
830,70000,8,306.69,28.4,37.91,40,132.26,1,160,165,210
831,80000,7,306.69,28.4,38.59,30,205.3,2,180,285,330
832,45000,6,306.69,28.4,37.48,40,239.78,12,140,285,330
833,45000,6,306.69,28.4,37.52,40,169,12,140,285,330
834,80000,6,306.69,28.4,38.58,40,38.83,0,140,285,330
835,85000,9,306.69,28.4,38,20,88.24,1,200,330,380
836,45000,6,306.69,28.4,37.32,40,166.37,3,140,285,330
837,105000,6,306.69,28.4,37.62,20,202.81,5,200,765,280
838,50000,7,306.69,28.4,37.16,50,253.16,4,120,165,210
839,50000,7,306.69,28.4,37.05,50,322.1,3,120,165,210
840,55000,6,306.69,28.4,37.95,35,237.89,0,140,285,330
841,55000,6,306.69,28.4,38.07,40,132.85,0,140,285,330
842,65000,8,306.69,28.4,36.84,40,283.73,4,160,165,210
843,80000,6,306.69,28.4,36.72,40,268.2,8,140,285,330
844,50000,7,306.69,28.4,36.66,50,234.4,5,120,165,210
845,50000,7,306.69,28.4,36.72,50,255.34,9,120,165,210
846,45000,6,306.69,28.4,36.73,40,245.6,2,140,285,330
847,105000,6,306.69,28.4,36.5,30,278.26,7,200,450,500
848,105000,9,306.69,28.4,36.81,20,158.45,8,220,360,410
849,65000,8,306.69,28.4,36.25,40,60.27,6,160,165,210
850,100000,9,306.69,28.4,36.6,20,268.88,2,220,330,380
851,100000,7,306.69,28.4,36.7,60,367.14,1,100,120,170
852,100000,7,306.69,28.4,36.4,60,322.61,1,100,120,170
853,100000,6,306.69,28.4,36.34,40,276.59,1,140,285,330
854,90000,9,306.69,28.4,35.97,20,193.02,3,200,330,380
855,50000,8,306.69,28.4,36.56,50,170.06,7,160,165,210
856,70000,8,306.69,28.4,37,40,92.42,3,160,165,210
857,55000,6,306.69,28.4,36.96,40,217.86,6,140,285,330
858,55000,9,306.69,28.4,36.03,20,208.2,3,220,330,380
859,105000,9,306.69,28.4,36.11,20,354.35,0,200,210,260
860,90000,9,306.69,28.4,36.22,20,340.07,9,200,210,260
861,85000,6,306.69,28.4,36.13,40,259.7,7,140,285,330
862,65000,8,306.69,28.4,36.3,40,257.74,6,160,165,210
863,65000,8,306.69,28.4,36.2,40,174.89,4,160,165,210
864,45000,6,306.69,28.4,36.23,40,308.3,5,140,285,330
865,60000,6,306.69,28.4,36.09,40,274.15,10,140,285,330
866,60000,6,306.69,28.4,36.19,40,212.48,5,140,285,330
867,105000,6,306.69,28.4,36.25,40,117.28,4,140,285,330
868,100000,9,306.69,28.4,36.28,20,37.64,2,220,405,450
869,65000,8,306.69,28.4,36.35,40,95.52,1,160,165,210
870,90000,9,306.69,28.4,36.26,20,169.1,2,200,360,410
871,90000,8,306.69,28.4,36.02,40,278,7,160,165,210
872,90000,6,306.69,28.4,36.2,20,254.75,4,200,765,280
873,90000,7,306.69,28.4,36.26,30,346.9,5,180,285,330
874,90000,7,306.69,28.4,35.87,50,417,9,120,165,210
875,50000,7,306.69,28.4,35.11,50,405.19,12,120,165,210
876,90000,9,306.69,28.4,35.6,20,413.7,6,200,405,450
877,40000,7,306.69,28.4,36.03,60,349.95,6,100,120,170
878,80000,7,306.69,28.4,36.49,30,202.08,4,180,285,330
879,50000,7,306.69,28.4,35.94,50,294.33,5,120,165,210
880,60000,6,306.69,28.4,35.46,40,424.84,3,140,285,330
881,105000,6,306.69,28.4,37.7,20,52.4,0,200,720,380
882,55000,6,306.69,28.4,37.41,20,196.73,1,140,765,280
883,75000,8,306.69,28.4,37.48,40,278.23,0,160,165,210
884,70000,8,306.69,28.4,37.75,40,171.01,7,160,165,210
885,70000,8,306.69,28.4,38.05,40,102.96,7,160,165,210
886,60000,6,306.69,28.4,38.4,40,91.55,1,140,285,330
887,50000,7,306.69,28.4,37.6,50,98.68,2,120,165,210
888,50000,7,306.69,28.4,37.03,50,258.05,1,120,165,210
889,95000,9,306.69,28.4,37.7,20,187.95,1,200,405,450
890,60000,7,306.69,28.4,38.16,30,227.38,6,180,285,330
891,100000,7,306.69,28.4,38.58,20,167.24,3,220,570,280
892,100000,9,306.69,28.4,38.1,20,190.38,5,200,360,410
893,100000,9,306.69,28.4,37.61,20,88.57,4,200,330,380
894,100000,9,306.69,28.4,37.73,35,60.77,0,200,210,260
895,100000,6,306.69,28.4,37.64,40,200.83,8,140,285,330
896,100000,9,306.69,28.4,37.34,20,205.06,8,200,330,380
897,40000,9,306.69,28.4,37.79,20,158.38,7,200,360,410
898,100000,6,306.69,28.4,36.91,20,150.12,5,220,360,410
899,40000,7,306.69,28.4,37.31,60,38.08,0,100,120,170
900,105000,9,306.69,28.4,36.97,20,103.58,2,200,405,450
901,100000,6,306.69,28.4,36.88,20,312.75,9,220,765,280
902,105000,9,306.69,28.4,37.3,20,236.03,0,200,330,380
903,45000,6,306.69,28.4,37.38,40,278.79,0,140,285,330
904,105000,8,306.69,28.4,37.67,40,166.71,0,160,165,210
905,40000,7,306.69,28.4,37.39,60,227.27,2,100,120,170
906,75000,7,306.69,28.4,38.29,30,281.37,7,180,285,330
907,40000,7,306.69,28.4,38.3,60,279.51,5,100,120,170
908,70000,8,306.69,28.4,38.57,40,156.26,8,160,165,210
909,45000,6,306.69,28.4,38.71,40,244.44,2,140,285,330
910,85000,9,306.69,28.4,38.36,20,317.65,5,200,405,450
911,65000,8,306.69,28.4,38.46,40,317.83,12,160,165,210
912,65000,8,306.69,28.4,38.63,40,343.01,12,160,165,210
913,75000,7,306.69,28.4,39.02,30,394.97,9,180,285,330
914,90000,9,306.69,28.4,38.77,20,324.3,7,220,360,410
915,90000,9,306.69,28.4,39.09,20,343.83,9,200,360,410
916,90000,7,306.69,28.4,39.47,30,349.26,6,180,285,330
917,90000,7,306.69,28.4,38.39,20,375.37,10,220,570,280
918,90000,9,306.69,28.4,38.44,20,90.67,8,200,360,410
919,90000,6,306.69,28.4,38.44,40,149.16,5,140,285,330
920,75000,7,306.69,28.4,38.43,30,119,9,180,285,330
921,100000,7,306.69,28.4,38.71,20,223.45,10,220,645,400
922,70000,8,306.69,28.4,38.65,40,247,2,160,165,210
923,95000,9,306.69,28.4,38.83,20,111.14,1,200,360,410
924,60000,6,306.69,28.4,38.53,35,163.23,2,140,285,330
925,70000,9,306.69,28.4,37.48,20,159.89,3,220,330,380
926,75000,7,306.69,28.4,38.2,30,281.17,9,180,285,330
927,80000,7,306.69,28.4,38.23,30,81.27,1,180,150,200
928,75000,7,306.69,28.4,37.59,30,199.46,6,180,350,400
929,105000,6,306.69,28.4,38.59,20,149.69,4,200,550,450
930,45000,6,306.69,28.4,37.85,40,223.37,5,140,285,330
931,45000,9,306.69,28.4,37.98,50,295.1,6,200,285,330
932,45000,7,306.69,28.4,34.95,60,336.15,15,100,120,170
933,45000,7,306.69,28.4,36.06,20,320.33,13,220,360,410
934,45000,7,306.69,28.4,37.61,30,272.39,3,180,285,330
935,50000,7,306.69,28.4,36.44,50,256.01,14,120,120,170
936,75000,7,306.69,28.4,37.05,30,188.49,6,180,350,400
937,80000,9,306.69,28.4,37.75,20,109.07,3,200,405,450
938,105000,6,306.69,28.4,38,60,144.25,0,200,210,260
939,75000,7,306.69,28.4,38.04,30,63.81,1,180,285,330
940,90000,9,306.69,28.4,38.11,20,67.54,1,200,360,410
941,85000,9,306.69,28.4,38.07,20,38.83,1,220,405,450
942,45000,6,306.69,28.4,38.31,40,96.02,3,140,285,330
943,100000,6,306.69,28.4,38.7,40,188.74,16,140,150,200
944,50000,7,306.69,28.4,38.26,50,146.25,6,120,120,170
945,65000,8,306.69,28.4,38.62,40,179.51,2,160,165,210
946,75000,7,306.69,28.4,38.05,30,139.04,1,180,285,330
947,75000,7,306.69,28.4,39.51,30,243.4,10,180,280,330
948,75000,7,306.69,28.4,37.82,30,71.03,0,180,285,330
949,75000,9,306.69,28.4,38.7,20,115.97,3,200,200,250
950,75000,7,306.69,28.4,38.82,60,187,12,100,120,170
951,75000,6,306.69,28.4,37.84,40,107.84,7,140,150,200
952,40000,7,306.69,28.4,37.82,60,131.32,5,100,120,170
953,55000,6,306.69,28.4,38.08,40,201.23,6,140,285,330
954,100000,7,306.69,28.4,38.25,20,214.7,11,220,360,410
955,45000,6,306.69,28.4,38.44,40,272.03,17,140,285,330
956,45000,9,306.69,28.4,37.63,20,419.31,26,220,210,260
957,40000,7,306.69,28.4,38,60,405.05,27,100,120,170
958,55000,6,306.69,28.4,39.61,40,792.91,37,140,285,330
959,95000,9,306.69,28.4,38.55,20,648.04,25,200,210,260
960,50000,7,306.69,28.4,38.47,50,569.08,25,120,120,170
961,60000,6,306.69,28.4,37.76,40,494.01,19,140,285,330
962,60000,9,306.69,28.4,37.43,20,465.7,19,200,210,260
963,85000,9,306.69,28.4,38.88,20,611.74,23,200,210,260
964,105000,6,306.69,28.4,39.99,40,730.95,30,160,330,380
965,85000,9,306.69,28.4,39.84,20,644.66,33,200,210,260
966,50000,7,306.69,28.4,37.67,50,475.62,24,120,120,170
967,100000,7,306.69,28.4,39.42,30,576.34,29,180,285,330
968,65000,8,306.69,28.4,38.62,40,472.02,22,160,165,210
969,65000,9,306.69,28.4,37.37,20,390.23,26,200,210,260
970,65000,9,306.69,28.4,37.69,20,328.87,26,200,210,260
971,65000,7,306.69,28.4,38.57,35,241.15,11,120,165,210
972,65000,7,306.69,28.4,38.17,50,141.82,1,120,120,170
973,105000,6,306.69,28.4,38.01,20,68.88,1,200,350,400
974,105000,7,306.69,28.4,38.58,20,129.6,3,200,330,380
975,95000,8,306.69,28.4,38.3,40,256.73,22,160,165,210
976,60000,6,306.69,28.4,37.51,40,320.25,21,140,285,330
977,85000,9,306.69,28.4,38.77,20,99.92,7,200,210,260
978,100000,9,306.69,28.4,37.55,20,349.89,6,220,210,260
979,70000,8,306.69,28.4,37.55,40,562.47,9,160,165,210
980,50000,7,306.69,28.4,37.55,40,711.4,6,120,165,210
981,85000,9,306.69,28.4,37.55,20,678.28,13,200,210,260
982,80000,7,306.69,28.4,37.55,30,801.24,21,180,285,330
983,80000,8,306.69,28.4,37.55,40,848.38,3,160,165,210
984,80000,9,306.69,28.4,37.55,20,777.41,12,200,210,260
985,80000,6,306.69,28.4,37.55,40,867.16,10,140,285,330
986,85000,9,306.69,28.4,37.55,20,818.21,12,200,210,260
987,55000,6,306.69,28.4,37.55,40,888.79,18,140,285,330
988,55000,7,306.69,28.4,37.55,30,738.36,5,180,285,330
989,60000,9,306.69,28.4,38.14,20,675.67,8,200,210,260
990,90000,9,306.69,28.4,38.29,20,636.03,1,200,210,260
991,45000,6,306.69,28.4,38.39,40,581.61,1,140,285,330
992,45000,6,306.69,28.4,37.93,40,504.73,7,140,285,330
993,45000,6,306.69,28.4,38.22,20,554.22,1,220,400,450
994,45000,7,306.69,28.4,39.34,60,476.18,3,100,120,170
995,45000,9,306.69,28.4,38.28,20,419.65,0,200,210,260
996,45000,8,306.69,28.4,38.45,40,572.07,12,160,165,210
997,45000,9,306.69,28.4,38.85,20,479.15,4,200,150,200
998,105000,7,306.69,28.4,39.07,20,353.14,5,200,330,380
999,95000,9,306.69,28.4,38.61,20,542.37,10,200,210,260
1000,50000,7,306.69,28.4,39.31,50,349.41,7,120,165,210
1001,60000,6,306.69,28.4,38.04,40,89.81,1,140,285,330
1002,55000,9,306.69,28.4,37.48,20,127.12,3,220,210,260
1003,40000,7,306.69,28.4,36.43,60,155.24,1,100,280,330
1004,40000,7,306.69,28.4,37.23,60,230.2,6,100,120,170
1005,105000,9,306.69,28.4,37.17,20,190.37,10,200,180,230
1006,85000,9,306.69,28.4,37.57,20,195.8,3,200,330,380
1007,100000,7,306.69,28.4,37.2,20,190.34,9,220,480,300
1008,100000,9,306.69,28.4,36.81,20,113.44,14,220,285,330
1009,85000,9,306.69,28.4,38.19,40,186.42,2,200,210,260
1010,105000,9,306.69,28.4,38.46,20,82.46,2,200,330,380
1011,50000,7,306.69,28.4,37.08,50,156.71,6,120,120,170
1012,60000,6,306.69,28.4,37.49,40,218.08,8,140,285,330
1013,105000,9,306.69,28.4,37.99,20,166.4,4,200,150,200
1014,95000,9,306.69,28.4,38.2,20,133.65,1,200,330,380
1015,85000,9,306.69,28.4,37.63,20,107.87,3,200,285,330
1016,100000,9,306.69,28.4,37.43,20,78.26,3,220,330,380
1017,75000,7,306.69,28.4,36.33,30,124.53,7,180,285,330
1018,90000,9,306.69,28.4,36.9,20,127.53,4,200,200,250
1019,45000,6,306.69,28.4,36.78,40,156.59,12,140,285,330
1020,65000,8,306.69,28.4,37.37,20,81.02,3,160,405,450
1021,65000,8,306.69,28.4,37.15,40,47.01,3,160,165,210
1022,85000,9,306.69,28.4,36.91,20,77.16,3,200,285,330
1023,105000,9,306.69,28.4,37.67,20,86,0,200,360,410
1024,50000,7,306.69,28.4,36.23,50,170.11,10,120,165,210
1025,50000,9,306.69,28.4,37.21,20,104.81,6,220,360,410
1026,50000,7,306.69,28.4,37.29,60,79.16,3,100,120,170
1027,50000,7,306.69,28.4,36.17,50,158.86,15,120,165,210
1028,70000,8,306.69,28.4,37.48,40,113.6,5,160,165,210
1029,100000,9,306.69,28.4,38.13,20,69.66,1,220,210,260
1030,100000,9,306.69,28.4,38.22,20,141.43,2,220,210,260
1031,40000,7,306.69,28.4,38.46,60,133.6,3,100,120,170
1032,55000,6,306.69,28.4,37.17,40,182.92,9,140,285,330
1033,40000,7,306.69,28.4,36.84,60,138.5,11,100,120,170
1034,40000,6,306.69,28.4,37.75,40,76.58,1,140,300,350
1035,40000,6,306.69,28.4,37.95,40,46.62,0,140,285,330
1036,45000,6,306.69,28.4,38.12,40,114.34,3,140,180,230
1037,75000,7,306.69,28.4,38.23,30,49.48,0,180,285,330
1038,55000,6,306.69,28.4,35.95,40,143.54,7,140,285,330
1039,50000,7,306.69,28.4,37.7,50,85.01,3,120,165,210
1040,60000,6,306.69,28.4,35.48,40,156.01,9,140,200,250
1041,45000,6,306.69,28.4,37.48,40,101.91,5,140,285,330
1042,60000,6,306.69,28.4,37.84,40,92.89,4,140,285,330
1043,80000,7,306.69,28.4,38.05,30,44.65,0,180,150,200
1044,55000,6,306.69,28.4,38.01,40,105.8,0,140,285,330
1045,70000,8,306.69,28.4,35.69,40,60.31,11,160,165,210
1046,65000,8,306.69,28.4,37.96,40,107.28,4,160,165,210
1047,95000,9,306.69,28.4,38.08,20,157.54,1,200,210,260
1048,70000,8,306.69,28.4,38.2,40,200.01,4,160,165,210
1049,105000,6,306.69,28.4,38.3,20,236.08,4,200,500,550
1050,105000,7,306.69,28.4,38.23,35,222,1,200,330,380
1051,60000,6,306.69,28.4,38.21,40,286.5,7,140,285,330
1052,95000,9,306.69,28.4,38.05,20,285.95,1,200,210,260
1053,90000,9,306.69,28.4,38.03,20,162.56,5,200,210,260
1054,95000,9,306.69,28.4,38.19,20,256.56,6,200,100,150
1055,95000,9,306.69,28.4,37.96,20,171.09,5,200,210,260
1056,100000,9,306.69,28.4,37.72,20,150.36,0,220,210,260
1057,40000,7,306.69,28.4,37.81,60,249.83,2,100,300,350
1058,45000,6,306.69,28.4,35.92,40,325.07,5,140,285,330
1059,70000,8,306.69,28.4,37.23,40,319.27,1,160,165,210
1060,70000,8,306.69,28.4,37.52,40,259.12,0,160,165,210
1061,80000,7,306.69,28.4,37.65,30,179.64,1,180,285,330
1062,50000,7,306.69,28.4,37.45,35,277.14,1,120,165,210
1063,75000,7,306.69,28.4,37.51,30,159.81,1,180,200,250
1064,55000,6,306.69,28.4,37.75,40,127.14,1,140,285,330
1065,75000,7,306.69,28.4,37.98,30,48.85,0,180,285,330
1066,75000,7,306.69,28.4,38.04,30,101.08,2,180,150,200
1067,75000,9,306.69,28.4,37.88,20,176.51,1,200,210,260
1068,75000,7,306.69,28.4,37.68,30,204.13,0,180,285,330
1069,60000,6,306.69,28.4,37.35,40,281.04,1,140,285,330
1070,90000,9,306.69,28.4,37.35,20,252.24,2,200,210,260
1071,100000,7,306.69,28.4,37.59,20,264.37,3,220,200,250
1072,90000,9,306.69,28.4,37.65,20,192.21,4,200,210,260
1073,70000,8,306.69,28.4,37.61,40,125.26,0,160,165,210
1074,60000,6,306.69,28.4,38.01,40,129.4,2,140,285,330
1075,85000,9,306.69,28.4,37.57,20,65.86,0,200,210,260
1076,85000,6,306.69,28.4,37.78,40,148,2,140,285,330
1077,85000,7,306.69,28.4,37.99,50,99.73,1,120,400,450
1078,85000,8,306.69,28.4,37.53,40,66.21,1,160,165,210
1079,85000,7,306.69,28.4,37.56,60,70.18,1,100,120,170
1080,70000,8,306.69,28.4,36.98,40,124.91,8,160,165,210
1081,40000,7,306.69,28.4,37.24,60,64.47,4,100,120,170
1082,95000,9,306.69,28.4,37.33,20,39.6,5,200,150,200
1083,105000,9,306.69,28.4,37.37,20,88.46,2,200,210,260
1084,105000,9,306.69,28.4,37.57,20,121.49,2,200,210,260
1085,90000,9,306.69,28.4,37.19,20,160.1,11,200,210,260
1086,55000,6,306.69,28.4,37.51,40,154.95,1,140,400,450
1087,80000,7,306.69,28.4,37.3,30,63.29,1,180,285,330
1088,80000,7,306.69,28.4,36.89,50,53.71,5,120,165,210
1089,80000,6,306.69,28.4,36.47,40,95.34,7,140,450,500
1090,80000,9,306.69,28.4,36.41,20,66.07,2,220,210,260
1091,80000,9,306.69,28.4,37.95,20,71.01,1,200,210,260
1092,50000,7,306.69,28.4,37.6,35,87.6,1,120,165,210
1093,90000,9,306.69,28.4,37.74,20,134.66,2,200,450,500
1094,40000,7,306.69,28.4,37.64,60,94.43,2,100,120,170
1095,90000,9,306.69,28.4,37.47,20,12.04,0,200,210,260
1096,90000,7,306.69,28.4,37.3,30,19.1,2,180,350,400
1097,90000,6,306.69,28.4,36.84,40,82.46,1,140,285,330
1098,90000,7,306.69,28.4,36.52,50,63.89,1,120,120,170
1099,90000,9,306.69,28.4,37.23,20,72.12,2,200,210,260
1100,90000,6,306.69,28.4,36.51,40,124.47,2,140,285,330
1101,55000,6,306.69,28.4,38.02,40,248.58,7,140,285,330
1102,105000,9,306.69,28.4,37.96,50,225.62,4,200,285,330
1103,100000,9,306.69,28.4,37.7,20,200.39,9,220,210,260
1104,40000,7,306.69,28.4,37.99,60,149.91,4,100,350,400
1105,70000,8,306.69,28.4,37.85,40,144.8,7,160,165,210
1106,85000,9,306.69,28.4,37.97,20,82.13,4,200,210,260
1107,50000,7,306.69,28.4,37.15,50,117.2,0,120,300,350
1108,40000,7,306.69,28.4,37.87,60,101.65,4,100,120,170
1109,70000,8,306.69,28.4,38.11,40,110,3,160,165,210
1110,75000,7,306.69,28.4,37.46,30,30.41,3,180,285,330
1111,85000,9,306.69,28.4,36.71,20,43.17,4,200,210,260
1112,60000,6,306.69,28.4,38.02,40,82.57,6,140,200,250
1113,60000,6,306.69,28.4,38.21,20,58.82,1,140,285,330
1114,60000,7,306.69,28.4,38.03,50,60.5,5,120,165,210
1115,60000,9,306.69,28.4,37.87,20,122.87,4,200,210,260
1116,60000,9,306.69,28.4,37.12,50,170.88,4,200,210,260
1117,50000,7,306.69,28.4,37.89,50,175.32,3,120,120,170
1118,40000,7,306.69,28.4,38.43,60,108.81,2,100,120,170
1119,40000,7,306.69,28.4,38.52,60,204.69,5,100,120,170
1120,40000,7,306.69,28.4,38.55,60,166.03,2,100,120,170
1121,60000,6,306.69,28.4,38.23,40,217.22,4,140,285,330
1122,75000,7,306.69,28.4,38.18,30,276.16,2,180,285,330
1123,75000,7,306.69,28.4,38.15,30,223.89,3,180,285,330
1124,75000,6,306.69,28.4,37.27,40,330.22,13,140,285,330
1125,105000,9,306.69,28.4,37.53,50,281.44,2,200,285,330
1126,70000,8,306.69,28.4,38,40,210.21,1,160,165,210
1127,80000,7,306.69,28.4,37.26,30,347.48,0,180,285,330
1128,65000,8,306.69,28.4,37.46,40,370.11,8,160,165,210
1129,80000,7,306.69,28.4,37.78,30,274.48,3,180,285,330
1130,50000,7,306.69,28.4,38.08,50,134.18,3,120,165,210
1131,80000,7,306.69,28.4,38.2,30,104.79,3,180,285,330
1132,40000,7,306.69,28.4,37.92,50,24.17,1,100,120,170
1133,80000,7,306.69,28.4,37.7,30,136.57,2,180,285,330
1134,90000,9,306.69,28.4,37.76,20,219.02,1,200,200,250
1135,100000,9,306.69,28.4,37.88,20,277.71,5,220,405,450
1136,100000,9,306.69,28.4,37.87,20,283.71,5,220,405,450
1137,100000,9,306.69,28.4,37.44,50,422.49,10,200,405,450
1138,100000,7,306.69,28.4,37.29,30,432.14,12,180,285,330
1139,60000,6,306.69,28.4,37.72,40,143.74,1,140,285,330
1140,105000,9,306.69,28.4,37.74,20,225.25,0,200,405,450
1141,100000,9,306.69,28.4,37.63,20,134.01,2,220,405,450
1142,85000,9,306.69,28.4,37.74,20,100.69,2,200,330,380
1143,75000,7,306.69,28.4,37.74,30,221.11,4,180,285,330
1144,75000,7,306.69,28.4,37.24,50,462.49,15,120,120,170
1145,75000,7,306.69,28.4,37.25,30,374.97,1,180,285,330
1146,75000,6,306.69,28.4,37.83,40,401.78,5,140,285,330
1147,70000,8,306.69,28.4,37.79,40,392.76,10,160,165,210
1148,75000,7,306.69,28.4,37.79,35,298.38,6,180,285,330
1149,55000,6,306.69,28.4,37.74,40,273.59,5,140,285,330
1150,90000,9,306.69,28.4,37.68,20,99.14,4,200,405,450
1151,40000,7,306.69,28.4,37.57,60,30.81,1,100,120,170
1152,40000,7,306.69,28.4,38.17,45,191.67,7,100,120,170
1153,75000,7,306.69,28.4,38.52,30,142.59,3,180,285,330
1154,105000,9,306.69,28.4,37.92,20,63.2,1,200,330,380
1155,105000,9,306.69,28.4,38.3,50,110.28,2,200,210,260
1156,105000,6,306.69,28.4,38.48,40,158.9,3,140,285,330
1157,105000,7,306.69,28.4,38.25,60,297.2,7,100,120,170
1158,105000,9,306.69,28.4,37.99,20,32.89,2,200,405,450
1159,65000,8,306.69,28.4,38.34,40,147.27,6,160,165,210
1160,65000,8,306.69,28.4,38.53,40,88.64,3,160,165,210
1161,90000,9,306.69,28.4,38.76,20,173.22,4,200,405,450
1162,90000,9,306.69,28.4,38.68,20,112.93,0,200,200,250
1163,90000,9,306.69,28.4,38.8,20,216.12,4,200,360,410
1164,90000,6,306.69,28.4,38.49,40,273.34,4,140,285,330
1165,90000,7,306.69,28.4,38.53,30,228.18,7,180,285,330
1166,90000,6,306.69,28.4,38.02,40,354.73,8,140,285,330
1167,80000,7,306.69,28.4,38.08,30,34.06,1,180,285,330
1168,100000,9,306.69,28.4,37.95,50,44.42,3,220,285,330
1169,100000,9,306.69,28.4,38.44,20,85.09,2,220,250,300
1170,55000,6,306.69,28.4,38.25,40,60.34,0,140,285,330
1171,60000,6,306.69,28.4,38.73,40,170.84,1,140,285,330
1172,75000,7,306.69,28.4,37.87,30,36.07,1,180,180,230
1173,80000,7,306.69,28.4,37.45,30,51.11,3,180,285,330
1174,80000,8,306.69,28.4,36.69,40,33.24,2,160,165,210
1175,80000,7,306.69,28.4,38.18,50,106.79,1,120,200,250
1176,80000,9,306.69,28.4,38.25,60,173.18,4,200,120,170
1177,80000,7,306.69,28.4,38.11,30,137.3,0,180,285,330
1178,80000,6,306.69,28.4,37.97,40,200.8,4,140,285,330
1179,75000,7,306.69,28.4,37.59,50,155.54,0,180,120,170
1180,50000,7,306.69,28.4,38.29,50,189.91,1,120,300,350
1181,65000,8,306.69,28.4,37.96,40,185.53,1,160,165,210
1182,45000,8,306.69,28.4,38.36,20,254.1,2,140,450,500
1183,45000,6,306.69,28.4,37.36,40,75.58,3,140,285,330
1184,85000,9,306.69,28.4,37.47,20,109.86,3,200,360,410
1185,50000,7,306.69,28.4,37.81,50,177.79,0,120,120,170
1186,100000,9,306.69,28.4,37.6,20,165,2,220,210,260
1187,100000,7,306.69,28.4,37.92,30,224.51,5,180,285,330
1188,100000,9,306.69,28.4,37.54,20,207.48,5,200,360,410
1189,100000,7,306.69,28.4,37.92,30,128.13,4,180,285,330
1190,100000,8,306.69,28.4,37.68,40,118.15,7,160,165,210
1191,100000,8,306.69,28.4,36.95,40,65.73,0,160,165,210
1192,100000,7,306.69,28.4,36.9,30,91.39,2,180,285,330
1193,100000,7,306.69,28.4,36.46,20,112.29,5,100,570,280
1194,100000,8,306.69,28.4,36.94,40,173.97,1,160,165,210
1195,45000,9,306.69,28.4,37.35,40,222.1,1,140,120,170
1196,70000,8,306.69,28.4,37.55,50,155.08,2,160,120,170
1197,90000,9,306.69,28.4,36.84,20,86.58,5,200,360,410
1198,65000,8,306.69,28.4,37.51,40,87.48,0,160,165,210
1199,105000,9,306.69,28.4,37.66,20,70.6,2,200,360,410
1200,100000,9,306.69,28.4,37.69,50,144.62,2,220,360,410
,,3,,,,,,,,,
